"시군구코드","신고일자","업소명","영업상태코드","영업상태","휴업시작일자","휴업종료일자","폐업일자","재개업일자","행정처분일자","행정처분사유","전화번호","면적(㎡)","건물용도","건물구조","지하층","지상층","건물도시계획","건물주변환경","신고면허세종호","우편번호(지번)"
"3150000","20130228","25시 도토리동물병원","0002","폐업","","","20141001","","","","02-3664-0990","19.80","","","","","","","",""
"3000000","20010604","효자동물병원","0001","휴업","","","","","","","732-3827","0.00","","","0","0","","","",""
"3210000","20130307","꿈꾸는 동물병원","0000","정상","","","","","","","592-0202","51.38","근린생활","","","","","","",""
"3240000","20130308","석동물병원","0000","정상","","","","","","","","0.00","제2종 근린생활시설","","0","1","","","",""
"3040000","20130227","혜민동물병원","0001","휴업","20180603","20200101","","","","","454-8275","35.64","제2종근린생활시설(동물병원)","시멘트벽돌조","1","3","","","",""
"3220000","20130329","라온펫동물의료센터","0000","정상","","","","","","","555-2272","223.47","","","1","","","","",""
"3220000","20130423","러브펫동물병원","0002","폐업","","","20140627","","","","","183.40","","","","","","","",""
"3220000","20130610","하나동물병원","0002","폐업","","","20160217","","","","508-5575","37.70","","","","1","","","",""
"3220000","20030424","주주동물종합병원","0000","정상","","","","","","","556-0975","137.00","","","0","0","","","",""
"3220000","20010605","개포동물병원","0002","폐업","","","20100225","","","","3411-1604","0.00","","","0","0","","","",""
"3220000","19990724","청실동물병원","0002","폐업","","","20031101","","","","533-5790","0.00","","","0","0","","","",""
"3220000","20020531","하나동물병원","0002","폐업","","","20100413","","","","508-5575","0.00","","","0","0","","","",""
"3220000","20020911","개포베스트동물병원","0002","폐업","","","20180615","","","","572-9975","40.50","","","0","0","","","",""
"3220000","20140218","대치성심동물병원","0000","정상","","","","","","","5011139","33.67","동물병원","","","1","","","",""
"3220000","19970203","포이동물병원","0000","정상","","","","","","","578-8400","0.00","","","0","0","","","",""
"3220000","19990424","자연동물병원","0000","정상","","","","","","","576-8275","0.00","","","0","0","","","",""
"3050000","20111125","엘동물병원","0000","정상","","","","","","","02-3295-3927","49.50","영업","콘크리트","","1","","","",""
"3230000","20111116","아미동물병원","0002","폐업","","","20171121","","","","4120098","0.00","근린생활시설","철근콘크리트조","","1","","","",""
"3190000","20130311","상도힐링동물병원","0000","정상","","","","","","","02-812-7512","49.85","제2종근린생활시설(동물병원)","철근콘크리트 시멘트벽돌조","1","4","","","happycare719@naver.com",""
"3090000","20130313","365동물병원","0000","정상","","","","","","","02-6402-0365","","","","","","","","",""
"3130000","20130315","힐링 24시 동물병원","0000","정상","","","","","","","713-8275","0.00","","","","","","","",""
"3150000","20130327","세명 동물병원","0000","정상","","","","","","","02-2604-3584","67.00","근린생활2종(동물병원)","","","","","","",""
"3130000","20130329","메세나프렌즈 동물병원","0002","폐업","","","","","","","","0.00","","","","","","","",""
"3030000","20130401","펫 365 동물병원","0002","폐업","","","20151001","","","","02-2282-3653","89.75","근린생활","","","1","","","",""
"3140000","20130405","가스펠동물병원","0002","폐업","","","20180503","","","","2694-9550","76.00","제2종근린생활시설 동물병원 ","","","","","","",""
"3160000","20140303","안정택동물병원","0000","정상","","","","","","","","69.60","제2종근린생활시설(동물병원)","","","2","","","",""
"3100000","20050729","수 동물병원","0000","정상","","","","","","","930-7975","35.00","","","0","0","","","",""
"3100000","19910820","노원동물병원","0002","폐업","","","20101126","","","","","30.00","근생","철근콘크리트","0","0","","","",""
"3100000","19920707","한빛종합동물병원","0002","폐업","","","20080508","","","","951-7582","112.00","근생","철근콘크리트","0","1","","","",""
"3100000","20010613","우리들동물종합병원","0000","정상","","","","","","","979-8275","60.00","","","0","1","","","",""
"3100000","20100420","이앤박동물병원","0000","정상","","","","","","","939-6898","0.00","근생","","0","0","","","",""
"3200000","19900112","에덴동물병원","0002","폐업","","","20090731","","","","871-3685","29.70","","","0","0","","","",""
"3200000","19900823","한성동물병원","0000","정상","","","","","","","02-872-7609","93.93","","","0","0","","","",""
"3100000","20080411","우솔동물병원","0000","정상","","","","","","","973-7588","26.85","근린생활시설","","0","0","","","",""
"3100000","20111221","웰리스동물병원(월계점)","0002","폐업","","","20140127","","","","949-0975","0.00","","판매시설","2","","","","",""
"3100000","20120601","중계이오동물병원","0000","정상","","","","","","","939-7579","0.00","","","","","","","",""
"3100000","20130115","엔젤동물병원","0000","정상","","","","","","","977-0275","0.00","","","","","","","",""
"3020000","20120118","보광동물병원","0000","정상","","","","","","","790-9808","0.00","근생","","1","","","","",""
"3190000","20120118","나무동물병원","0000","정상","","","","","","","02-813-4567","30.80","제2종근생(동물병원)","철근콘크리트","1","5","","","vetyook@gmail.com",""
"3230000","20120202","잠실VIP동물병원","0002","폐업","","","20150214","","","","3431-6007","44.22","","","","","","","",""
"3040000","20120213","혜민동물병원","0002","폐업","","","20130226","","","","454-8275","35.64","제2종근린생활시설(동물병원)","","","1","","","",""
"3240000","20130508","미드미동물의료센터","0000","정상","","","","","","","","0.00","","","","","","","",""
"3220000","20130513","24시 청담우리 동물병원","0000","정상","","","","","","","02-541-7515","295.88","제2종근린생활시설(동물병원)","","0","3","","","",""
"3220000","20130520","24시 닥터멍 동물병원","0000","정상","","","","","","","","286.44","","","2","7","","","",""
"3100000","20130417","e-동물병원","0002","폐업","","","20140612","","","","943-2275","0.00","근린생활시설","","4","3","","","",""
"3180000","20120223","왈츠동물병원","0000","정상","","","","","","","02-834-7582","99.00","","","","1","","","",""
"3220000","20120305","카디오 동물의료병원","0002","폐업","","","20121017","","","","02-546-2999","","","","","","","","",""
"3150000","20120312","THE좋은 동물병원","0002","폐업","","","20150209","","","","02-2603-0075","184.80","","","","1","","","",""
"3130000","20130524","도화동물병원","0000","정상","","","","","","","712 8875","","","","","","","","",""
"3240000","20130605","DC동물병원","0002","폐업","","","20140905","","","","474-4740","","","","","","","","",""
"3100000","20020819","참사랑동물병원","0000","정상","","","","","","","","0.00","","","0","1","","","",""
"3100000","20140206","웰리스동물병원(월계점)","0002","폐업","","","20180330","","","","949-0975","0.00","","","","","","","",""
"3100000","19980711","25시동물병원","0000","정상","","","","","","","935-0075","23.00","","","0","1","","","",""
"3100000","20020924","이엠동물병원","0002","폐업","","","20160601","","","","","0.00","","","0","1","","","",""
"3100000","20120319","노원24시N동물의료센터","0002","폐업","","","20130716","","","","919-0075","0.00","근린생활시설","","","","","","",""
"3190000","20120410","굿모닝동물병원","0002","폐업","","","20170322","","","","02-816-7579","83.30","제2종근린생활시설(동물병원)","철근콘크리트구조","0","6","","","",""
"3230000","20120416","이룸동물병원","0000","정상","","","","","","","419-7580","198.00","","","1","","","","",""
"3220000","20130605","다정동물병원","0000","정상","","","","","","","02-544-7975","121.86","","","","1","","","",""
"3220000","20130610","큐빌론동물병원","0002","폐업","","","20140520","","","","553-7975","124.45","","","","1","","","",""
"3050000","20130116","러브펫동물병원","0002","폐업","","","20170112","","","","3707-1582","0.00","","","0","4","","","",""
"3050000","20130524","VIP동물병원","0002","폐업","","","20160401","","","","2215-7522","256.50","","","0","1","","","",""
"3100000","20061212","시티펫종합동물병원","0002","폐업","","","20130812","","","","","49.20","","","0","1","","","",""
"3100000","20040915","시튼동물의료원","0002","폐업","","","20090613","","","","974-5875","41.44","","","0","2","","","",""
"3100000","20050602","사랑동물병원","0002","폐업","","","20160330","","","","972-5575","42.00","","","0","0","","","",""
"3100000","19891117","공릉동물병원","0002","폐업","","","20070130","","","","979-4490","60.00","근린생활시설","철근콘크리트","0","1","","","",""
"3100000","19990820","은마로동물병원","0000","정상","","","","","","","931-1575","66.00","","","0","1","","","",""
"3100000","20020806","당고개동물병원","0000","정상","","","","","","","","0.00","","","0","1","","","",""
"3100000","20060628","화랑동물병원","0000","정상","","","","","","","949-7512","67.15","근생","","0","0","","","",""
"3100000","20070426","유림동물병원","0000","정상","","","","","","","900-7710","37.10","","","0","0","","","",""
"3100000","19941010","롯데동물병원","0000","정상","","","","","","","973-5959","40.00","","","0","1","","","",""
"3060000","19911130","태능동물병원","0000","정상","","","","","","","973-1953","153.50","","의원","0","0","","","",""
"3060000","19970317","홍상희동물병원","0000","정상","","","","","","","974-0339","95.40","","","0","0","","","",""
"3060000","20000721","신내동물병원","0000","정상","","","","","","","3422-0001","0.00","","","0","0","","","",""
"3060000","20020219","행복이있는동물병원","0002","폐업","","","20141128","","","","433-3387","0.00","","","0","0","","","",""
"3060000","20021203","24시 동물응급의료센터","0000","정상","","","","","","","2208-7233","0.00","","","0","0","","","",""
"3130000","20070822","웰케어동물병원","0000","정상","","","","","","","338-9916","0.00","","","0","0","","","",""
"3130000","20080229","와우동물병원","0002","폐업","","","20170629","","","","375-1963","0.00","근린생활시설","","0","0","","","",""
"3130000","20030625","사랑동물병원","0002","폐업","","","20040106","","","","302-1568","0.00","","","0","0","","","",""
"3130000","20070314","박창석종합동물병원","0000","정상","","","","","","","6405-7582","0.00","","","0","0","","","",""
"3080000","20081215","수 동물병원","0000","정상","","","","","","","02-989-8275","0.00","","","0","0","","","",""
"3080000","20090925","호 동물병원","0000","정상","","","","","","","988-6543","562.43","근린생활시설","철근콘크리트","1","3","","","",""
"3160000","19930319","개명동물병원","0000","정상","","","","","","","2619-0888","64.60","","","0","0","","","",""
"3160000","20041105","구로종합동물병원","0002","폐업","","","20071120","","","","868-7585","0.00","근린생활시설및 점포","","0","0","","","",""
"3160000","20040406","24시 명 동물병원","0002","폐업","","","20140124","","","","2619-5102","0.00","","","1","2","","","",""
"3160000","20071227","쿨펫동물병원","0002","폐업","","","20110601","","","","","0.00","판매시설","","0","0","","","",""
"3160000","20040930","명24시동물병원","0002","폐업","","","20050607","","","","2617-5101","0.00","","","0","0","","","",""
"3160000","20060127","캐슬동물종합병원","0002","폐업","","","20060818","","","","2060-0999","0.00","","","0","0","","","",""
"3160000","20060822","캐슬동물종합병원","0002","폐업","","","20170706","","","","2060-0999","0.00","","","0","0","","","",""
"3160000","20010522","케이나인종합동물병원","0000","정상","","","","","","","2686-3939","102.20","","","0","0","","","",""
"3160000","20040316","구일동물병원","0002","폐업","","","20160627","","","","868-9192","0.00","","","0","0","","","",""
"3130000","20110907","이리온 동물병원","0002","폐업","","","20140731","","","","309-4511","0.00","","","","","","","",""
"3130000","20111117","토리 동물병원","0002","폐업","","","20140304","","","","","0.00","근생2종","","","","","","",""
"3130000","20120106","박효리군 동물병원","0000","정상","","","","","","","02-326-0275","0.00","","","","","","","",""
"3130000","20130329","24시 공덕종합동물병원","0002","폐업","","","20181107","","","","02 717 3333","0.00","","","","","","","",""
"3130000","20130617","홍대 아이엠 중성화 진료 수술 센터","0000","정상","","","","","","","02 338 2475","0.00","","","","","","","",""
"3130000","20130703","공덕 건강한 동물병원","0000","정상","","","","","","","02 701 0705","","","","","","","","",""
"3030000","20030124","영진동물병원","0002","폐업","","","20091019","","","","02-2293-4242","0.00","","","0","0","","","",""
"3080000","20030327","사랑의동물병원","0002","폐업","","","20171207","","","","983-8575","0.00","","","0","0","","","",""
"3080000","20041101","동물을사랑하는사람들","0000","정상","","","","","","","990-7588","166.30","근생","철근콘크리트조","1","5","","","",""
"3090000","19950509","태일동물종합병원","0002","폐업","","","20180102","","","","997-0075","84.90","","","0","1","","","",""
"3090000","19991202","방학동물병원","0000","정상","","","","","","","3494-0075","59.00","","","2","","","","",""
"3210000","20180509","내방동물병원 이수분원","0000","정상","","","","","","","02-523-0275","102.50","상가","콘크리트","","","","","",""
"3090000","20050113","삼성동물종합병원","0000","정상","","","","","","","902-7582","57.00","","","0","0","","","",""
"3130000","20040304","신촌동물병원","0002","폐업","","","20140207","","","","704-1800","0.00","","","0","0","","","",""
"3130000","20140210","신촌동물병원","0002","폐업","","","","","","","027041800","0.00","","","","","","","",""
"3130000","20040604","마리동물병원","0000","정상","","","","","","","323-7582","0.00","","","0","0","","","",""
"3130000","19980106","월드펫동물병원","0000","정상","","","","","","","364-3517","0.00","","","0","0","","","",""
"3130000","20001006","캣츠앤독스 동물병원","0002","폐업","","","20030526","","","","","0.00","","","0","0","","","",""
"3130000","20030528","사랑동물병원","0002","폐업","","","20030624","","","","302-1568","0.00","","","0","0","","","",""
"3130000","20100204","파크동물병원(animal. C)","0002","폐업","","","20170601","","","","63532633","0.00","","","0","0","","","",""
"3130000","20040105","사랑동물병원","0002","폐업","","","20040826","","","","302-1568","0.00","","","0","0","","","",""
"3130000","20030421","세종동물병원","0002","폐업","","","20060417","","","","337-1191","0.00","","","0","0","","","",""
"3130000","20070702","쿨펫동물병원","0002","폐업","","","20090216","","","","704-0750","0.00","","","0","0","","","",""
"3130000","20051103","로얄벳동물병원","0002","폐업","","","20070131","","","","302-1568","0.00","","","0","0","","","",""
"3080000","20040412","캐어포스트","0002","폐업","","","20090706","","","","","51.10","","","3","1","","","",""
"3080000","20020719","가나안동물병원","0002","폐업","","","20060623","","","","988-2787","21.73","","","0","0","","","",""
"3080000","20140206","스마트 동물병원","0000","정상","","","","","","","02-987-7588","77.40","근린생활시설(동물병원)","","","","","","",""
"3090000","20120711","태현동물병원","0002","폐업","","","20161026","","","","02-6014-9947","22.77","","","","","","","",""
"3220000","20130818","이안동물의학센터(청담점)","0000","정상","","","","","","","574-7533","150.00","","","","2","","","",""
"3210000","20060221","교대동물병원","0000","정상","","","","","","","596-1175","74.00","근생","","0","1","","","",""
"3210000","20020718","우성동물의료센터","0002","폐업","","","20181109","","","","546-9539","47.94","","","0","0","","","",""
"3210000","20000626","마이펫동물병원","0002","폐업","","","20080429","","","","591-1181","83.70","","","0","0","","","",""
"3210000","20011205","한강동물병원","0002","폐업","","","20141130","","","","3477-7667","60.40","","","0","0","","","",""
"3040000","20051005","나래동물병원","0000","정상","","","","","","","463-3216","0.00","","","0","0","","","",""
"3150000","20051220","호서동물의료센터","0000","정상","","","","","","","3662-1870","0.00","","","0","0","","","",""
"3150000","20070108","24시 동물병원","0002","폐업","","","20100106","","","","6082-7582","0.00","","","0","0","","","",""
"3210000","20020129","코아동물병원","0002","폐업","","","20061013","","","","591-7582","33.44","","","0","0","","","",""
"3210000","20030502","한국수의과학연구소부설동물병원","0002","폐업","","","20170424","","","","3445-5101","66.00","근린생활시설","","0","5","","","",""
"3210000","20031201","메디펫 동물병원","0000","정상","","","","","","","586-7501","92.80","근린생활시설","철근콘크리트","1","3","","","",""
"3210000","20031215","포포즈동물의료센터","0002","폐업","","","20160725","","","","581-2524","164.00","근린생활시설","철근콘크리트","2","","","","",""
"3210000","20040207","닥터캣연구원 동물병원","0002","폐업","","","20070103","","","","3473-6943","60.00","근린생활시설","콘크리트","0","0","","","",""
"3210000","20040303","두코동물병원","0002","폐업","","","20080930","","","","3444-7828","15.86","근린생활시설","철근콘크리트","1","5","","","",""
"3210000","20040308","우면동물병원","0000","정상","","","","","","","578-7572","21.70","근린생활시설","철근콘크리트","0","0","","","",""
"3210000","20040322","한 동물병원","0000","정상","","","","","","","577-3690","47.00","","철근콘크리트","2","1","","","",""
"3120000","20030812","연희동물병원","0000","정상","","","","","","","332-2883","125.27","근린생활시설","철근콘크리트조및블럭조","4","1","","","",""
"3210000","20090603","강남서초동물병원","0002","폐업","","","20130401","","","","","0.00","제2종근린생활시설","철근콘크리트조","1","3","","","",""
"3210000","20090617","한국스템셀동물메디컬센터","0002","폐업","","","20110804","","","","537-0684","0.00","제2종근린생활시설","철근콘크리트","1","5","","","",""
"3150000","20071211","굿모닝동물병원","0000","정상","","","","","","","2665-8256","0.00","","","0","0","","","",""
"3120000","20041206","빛가온동물병원","0000","정상","","","","","","","739-5834","218.18","근린생활시설","철근콘크리트조","3","1","","","",""
"3210000","20091023","두리종합동물병원","0000","정상","","","","","","","3476-7522","0.00","근린생활시설","","1","5","","","",""
"3210000","20070713","한나동물병원","0002","폐업","","","20140217","","","","595-8875","33.75","제2종근린생활시설","철근콘크리트조","1","2","","","",""
"3210000","20080320","열린동물병원","0002","폐업","","","20150701","","","","523-7582","109.93","제2종근린생활시설","철근콘크리트","1","4","","","",""
"3150000","20110607","스마일동물병원","0000","정상","","","","","","","02-2667-5666","49.20","","","","","","","",""
"3090000","20140310","별난동물병원","0000","정상","","","","","","","02-905-9119","","","","","","","","",""
"3210000","20080813","쿨펫동물병원","0002","폐업","","","20130628","","","","6282-5757","45.60","2종근린생활시설","철근콘크리트조","0","1","","","",""
"3210000","20111007","24시예스동물병원","0000","정상","","","","","","","534-3475","23.57","판매시설","","","","","","",""
"3210000","20111208","반포자이동물병원","0000","정상","","","","","","","3476-3535","32.32","근린생활시설","","","1","","","",""
"3210000","20120319","하나동물병원","0000","정상","","","","","","","02-574-0511","38.38","근생","철근콘크리트","1","","","","",""
"3210000","20120727","야셀동물병원","0002","폐업","","","20170525","","","","595-6224","28.43","","근린생활","","","","","",""
"3150000","20130103","24시 안박동물병원","0000","정상","","","","","","","","126.72","근린생활2종 동물병원","","","1","","","",""
"3120000","19940324","가좌동물병원","0000","정상","","","","","","","307-4633","0.00","","","0","0","","","",""
"3120000","20010628","신영동물병원","0000","정상","","","","","","","3217-1081","0.00","","","0","0","","","",""
"3190000","20110209","정겨운동물병원","0000","정상","","","","","","","02-817-8172","83.23","점포","철근콘크리트조","5","0","","","",""
"3190000","20100429","세인트필립 동물병원","0000","정상","","","","","","","02-3486-7707","32.50","근린생활시설","철근콘크리트조","0","0","","주거생활지역","",""
"3210000","20130327","에이블 동물병원","0000","정상","","","","","","","2058-1882","113.64","","","","","","","",""
"3210000","20130401","강남서초 동물병원","0000","정상","","","","","","","598-9875","0.00","","","","","","","",""
"3150000","20130820","화곡동물병원","0000","정상","","","","","","","02-2602-0507","160.20","","","","1","","","",""
"3190000","20120214","우리아이동물병원","0000","정상","","","","","","","02-823-7500","154.45","제2종근린생활시설(동물병원)","철근콘크리트 연와조","1","3","","","vykie210@naver.com",""
"3210000","20010616","킴스동물병원","0002","폐업","","","20051005","","","","534-0516","19.30","","","0","0","","","",""
"3210000","20030226","24시열린동물병원","0002","폐업","","","20080318","","","","523-8275","97.24","근린생활시설","","0","0","","","",""
"3210000","19991228","우리들의동물병원","0002","폐업","","","20051104","","","","3473-7582","42.24","","","0","0","","","",""
"3210000","20020311","더독동물병원","0002","폐업","","","20030716","","","","534-9166","0.00","","","0","0","","","",""
"3210000","20020619","삼호동물병원","0002","폐업","","","20070711","","","","592-3012","33.75","","","0","0","","","",""
"3210000","20040316","사랑의동물병원","0000","정상","","","","","","","577-7475","28.83","근린생활시설","철근콘크리트","0","1","","","",""
"3150000","20021205","박동물병원","0000","정상","","","","","","","3665-5982","0.00","","","0","0","","","",""
"3190000","19840411","야셀동물병원","0002","폐업","","","20100531","","","","3472-1188","0.00","","","0","0","","","",""
"3190000","20000427","김용각동물병원","0002","폐업","","","20170906","","","","02-822-6466","0.00","","","0","0","","","",""
"3190000","20030718","굿모닝동물병원","0002","폐업","","","20120314","","","","816-7579","0.00","","","0","0","","","",""
"3190000","20060925","강남동물병원","0000","정상","","","","","","","02-813-5999","53.49","사업자등록번호 108-14-68714","","0","1","","","",""
"3190000","20100325","원동물병원","0000","정상","","","","","","","02-587-5618","64.35","제2종근린생활시설","철근콘크리트","1","4","","","",""
"3190000","20041118","원동물병원","0002","폐업","","","20100324","","","","587-5618","0.00","","","0","0","","","",""
"3190000","20030225","동물은내친구","0000","정상","","","","","","","02-582-7708","0.00","","","0","0","","","",""
"3190000","20051130","피닉스동물병원","0002","폐업","","","20080102","","","","813-7579","0.00","","","0","0","","","",""
"3190000","20100526","흑석동물병원","0002","폐업","","","","","","","02-817-0025","33.44","","","3","","","","",""
"3190000","20120907","동물병원스몰빌","0002","폐업","","","20140813","","","","02-6053-6052","143.51","제2종근린생활시설(동물병원)","철근콘크리트조","","","","","eunvet@gmail.com",""
"3010000","20011226","미래지동물의료센터","0000","정상","","","","","","","2233-7574","242.41","철골조","제2종근린생활시설","","2","","","",""
"3120000","20030412","윤선생동물병원","0002","폐업","","","20170215","","","","379-0075","80.94","근린생활시설","철근콘크리트","1","4","","","1~3종 외(18000원)",""
"3120000","20100924","우노동물병원","0002","폐업","","","20110408","","","","02-365-4836","0.00","2종 근린생활시설","철근콘크리트","0","12","","","",""
"3120000","20040409","세란동물병원","0002","폐업","","","20100413","","","","362-4836","18.60","생활시설","","0","1","","","",""
"3240000","20140210","위즈펫동물병원 강동점","0002","폐업","","","20180630","","","","02-488-7524","0.00","","","","","","","",""
"3150000","20021205","발산종합동물병원","0000","정상","","","","","","","2601-7575","45.52","","","0","0","","","",""
"3120000","20051027","예일동물병원","0002","폐업","","","20100712","","","","","189.46","근린생활시설","철근콘크리트조","0","0","","","",""
"3120000","20110922","A+동물병원","0002","폐업","","","20180419","","","","3144-7582","0.00","","","","","","","",""
"3150000","20050119","곰달래동물병원","0002","폐업","","","20150227","","","","2699-3777","0.00","","","0","0","","","",""
"3150000","20080604","대한동물병원","0000","정상","","","","","","","2694-4821","32.04","","","0","0","","","",""
"3150000","20021205","공항축산","0002","폐업","","","20150603","","","","2663-8520","31.70","","","0","0","","","",""
"3150000","20050615","베스트동물병원","0002","폐업","","","20170531","","","","2604-1495","0.00","","","0","0","","","",""
"3150000","20060906","스누피동물병원","0002","폐업","","","20180113","","","","2664-8275","0.00","","","0","0","","","",""
"3150000","20040202","쿨펫동물병원","0002","폐업","","","20110117","","","","3665-1838","0.00","","","0","0","","","",""
"3160000","20040316","해피동물병원","0000","정상","","","","","","","2619-7533","0.00","","","0","0","","","",""
"3120000","20131008","양하무역 산업동물병원","0002","폐업","","","20141128","","","","","","","","","","","","",""
"3120000","20100423","우노동물병원","0002","폐업","","","20100916","","","","365-4836","0.00","2종근린생활시설","","0","0","","","",""
"3120000","20040421","우리동물병원","0000","정상","","","","","","","393-6675","80.60","점포","","0","5","","","",""
"3160000","20070705","해원종합동물병원","0002","폐업","","","20180608","","","","855-7525","33.17","2종근린생활시설","","0","0","","","",""
"3160000","20110330","쿨펫동물병원","0002","폐업","","","20121128","","","","6678-8775","0.00","","","0","0","","","",""
"3210000","20140220","한나동물병원","0000","정상","","","","","","","02-595-8875","","","","","","","","",""
"3100000","20080422","(주)한빛종합동물병원","0000","정상","","","","","","","951-7582","111.52","","","1","0","","","",""
"3080000","19950906","중앙동물병원","0000","정상","","","","","","","982-8698","40.92","","","0","1","","","",""
"3080000","20030718","위즈동물병원","0000","정상","","","","","","","02-987-7959","46.65","근린생활시설","철근콘크리트조","0","1","","","",""
"3060000","20080903","진영동물병원","0000","정상","","","","","","","02-2207-9181","0.00","근린생활시설 및 주택","철근콘크리트및세멘벽돌조","1","3","","","",""
"3130000","20040105","이황동물병원","0002","폐업","","","20170629","","","","336-0073","0.00","","","0","0","","","",""
"3130000","20040113","다솔동물병원","0002","폐업","","","20040622","","","","3142-7298","0.00","","","0","0","","","",""
"3140000","19950905","하니동물병원","0002","폐업","","","20130527","","","","2647-1772","0.00","","","0","0","","","",""
"3140000","19970320","양천종합동물병원","0000","정상","","","","","","","2607-0022","0.00","근린생활시설","","0","0","","","",""
"3140000","19980516","가나동물병원","0002","폐업","","","20091214","","","","2645-7588","0.00","","","0","0","","","",""
"3140000","20011220","슈슈애견동물병원","0002","폐업","","","20070322","","","","2652-5475","0.00","","","0","0","","","",""
"3140000","20030422","신정 동물병원","0000","정상","","","","","","","2697-7576","76.30","","","0","0","","","",""
"3140000","20031210","리즈동물병원","0000","정상","","","","","","","2062-1110","32.90","","","0","1","","","",""
"3140000","20040922","파란종합 동물병원","0000","정상","","","","","","","2692-8255","97.70","","","0","0","","","",""
"3200000","20140423","비타민동물병원","0000","정상","","","","","","","02-875-7582","24.00","근린생활시설","세면별돌조 연화조","1","3","","","",""
"3220000","20140424","봄동물병원","0002","폐업","","","20141231","","","","1644-9416","576.48","","","","","","","",""
"3140000","20060216","펫서비스동물병원","0002","폐업","","","20070412","","","","2654-7345","52.00","근린생활시설","철근콘크리트구조","1","2","","주유소 인접","",""
"3140000","20060320","행복한동물병원","0000","정상","","","","","","","2655-2258","0.00","근린생활시설","","0","1","","","",""
"3140000","20070327","리더스24시 동물병원","0000","정상","","","","","","","02-2652-1865","40.00","근린생활시설","","0","1","","","",""
"3140000","20071203","쿨펫동물병원","0002","폐업","","","20081015","","","","2645-7582","28.00","근린생활시설","철골철근콘크리트구조","2","0","","","",""
"3140000","20081107","대현동물병원","0002","폐업","","","20141202","","","","2651-1855","50.00","근린생활시설","철근콘크리트","0","1","","","",""
"3140000","20090218","리베 동물의료센터","0002","폐업","","","20120720","","","","2604-0156-8","270.00","근린생활시설","철근콘크리트","1","2","","","",""
"3120000","20090512","초콜릿종합동물병원","0000","정상","","","","","","","307-3335","0.00","2종근린생활시설","","1","3","","","",""
"3240000","20140429","Dr.주 동물병원","0000","정상","","","","","","","02 470 0030","0.00","","","","","","","",""
"3130000","20140430","동물병원 닥터K","0000","정상","","","","","","","3061259","","","","","","","","",""
"3070000","20140501","카카오 N 동물병원","0000","정상","","","","","","","942-4883","43.00","","","","","","","",""
"3140000","20110502","닥터펫동물병원","0000","정상","","","","","","","2643-0283","62.00","","","","","","","",""
"3140000","20120507","상아동물병원","0000","정상","","","","","","","2644-0069","0.00","근린생활시설","","","","","","",""
"3140000","20120517","목동 동물병원","0000","정상","","","","","","","2648-8275","47.84","근린생활시설","","","","","","",""
"3140000","20120720","리베동물 의료센터","0002","폐업","","","20140113","","","","2604-0256","314.00","","","","","","","",""
"3140000","20130129","푸른들동물병원","0000","정상","","","","","","","2699-1222","97.32","제2종근린생활시설 동물병원","철근콘크리트","","","","","",""
"3110000","20130627","튼튼동물병원","0002","폐업","","","20150707","","","","02-355-8575","56.61","근린생활시설 및 주택","철근콘크리트 구조","1","4","","","",""
"3160000","20140508","북극곰동물병원","0002","폐업","","","20151130","","","","028685477","","","","","","","","",""
"3220000","20140508","페츠비동물의료센터","0002","폐업","","","20160601","","","","546-2476","","","","","","","","",""
"3060000","20100326","하니동물병원","0000","정상","","","","","","","0234220977","0.00","근린생활시설","일반철골구조","2","5","","","",""
"3140000","20130530","하니동물병원","0002","폐업","","","20181022","","","","2647-1772","259.64","제2종근린생활시설(동물병원)","","","","","","",""
"3140000","20130627","아람동물병원","0002","폐업","","","20150401","","","","2062-9725","33.60","제2종근린생활시설 동물병원","","","","","","",""
"3140000","20130716","오라고동물병원","0000","정상","","","","","","","2643-7579","57.86","제2종근린생활시설 동물병원","","","","","","",""
"3000000","19990423","월드펫동물병원","0000","정상","","","","","","","379-7575","0.00","","","0","0","","","",""
"3020000","20030804","성심동물병원","0002","폐업","","","20031022","","","","794-7588","0.00","","","0","0","","","",""
"3020000","20051206","차오름동물병원","0002","폐업","","","20110817","","","","706-7975","64.68","소매점","연와조","1","3","일반주거지역","아파트 주변지역","동물병원개설",""
"3020000","20060113","이촌종합동물병원","0002","폐업","","","20150515","","","","797-5300","49.42","점포","철근콘크리트","0","1","","가로변 상가","",""
"3130000","20140516","신촌동물병원","0002","폐업","","","","","","","7186280","0.00","","","","","","","",""
"3220000","20140520","마더스동물병원","0002","폐업","","","20150105","","","","02-445-7579","88.50","","","","2","","","",""
"3200000","20140520","마음동물병원","0002","폐업","","","20160907","20160907","","","02-883-7511","54.40","제2종근린생활시설","철근콘크리트","1","","","","",""
"3110000","20140521","스머프동물병원","0000","정상","","","","","","","02-969-7582","40.20","","","","","","","",""
"3230000","20140521","잠실베스트동물메디컬센터","0000","정상","","","","","","","02-2203-7975","0.00","","","","","","","",""
"3200000","20100723","예일동물병원","0000","정상","","","","","","","02-832-0081","0.00","근린생활시설","","0","0","","","",""
"3020000","20110126","엉클장동물병원","0000","정상","","","","","","","713-0053","32.40","","","0","0","","","",""
"3020000","20110930","러브펫동물병원","0002","폐업","","","20171011","","","","2012-3875","245.54","","","5","","","","",""
"3020000","20120102","달래동물병원","0000","정상","","","","","","","794-1255","151.10","","","","","","","",""
