"번호","사업장명","소재지전체주소","도로명전체주소","인허가일자","영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지면적","소재지우편번호","총종업원수","축산물가공업구분명","축산업무구분명","전화번호","위치정보(X)","위치정보(Y)","인허가번호","상세영업상태명"
"529","열린약국","서울특별시 영등포구 당산동6가 331-1번지 다옥빌딩 2층 ","서울특별시 영등포구 양평로 48 2층 (당산동6가 다옥빌딩)","20150601","운영중","","","","","","","","","동물약국","02-562-8970","191276.03044600000  ","448335.46103900000  ","318000001120150002","정상"
"530","삼오약국","서울특별시 종로구 신문로1가 1-1번지 ","","20040414","운영중","","","","","50.4","","","","동물약국","739-9302","197826.356739       ","452021.760314       ","300000001120040001","정상"
"531","삼원약국","서울특별시 종로구 신문로1가 1-1번지 ","서울특별시 종로구 새문안로 103-1 (신문로1가)","20120611","운영중","","","","","","","","","동물약국","02-739-9302","197895.60180400000  ","452326.91409400000  ","300000001120120001","정상"
"532","신동화약국","서울특별시 종로구 종로6가 ","서울특별시 종로구 종로 267-1 (종로6가)","20130111","운영중","","","","","0","","","","동물약국","222770234","200677.90447200000  ","452423.88246900000  ","300000001120130001","정상"
"533","푸른온누리약국","서울특별시 종로구 평동 180번지 ","서울특별시 종로구 새문안로 19 (평동)","20130503","운영중","","","","","0","","","","동물약국","720-0333","197164.13196600000  ","451988.95635700000  ","300000001120130002","정상"
"534","사랑온누리약국","","서울특별시 종로구 지봉로 77-3 (창신동)","20130607","운영중","","","","","","","","","동물약국","","201346.13748100000  ","453040.97041000000  ","300000001120130003","정상"
"535","종로프라자약국","서울특별시 종로구 옥인동 19-33번지 ","서울특별시 종로구 자하문로 63 (옥인동)","20130705","운영중","","","","","","","","","동물약국","02-736-0806","197402.45480500000  ","453559.62454900000  ","300000001120130005","정상"
"536","사랑약국","서울특별시 종로구 구기동 110-1번지 요진오피스텔 3호","서울특별시 종로구 진흥로 432 1층 3호 (구기동 요진오피스텔)","20130829","운영중","","","","","","","","","동물약국","23795632","196166.32074900000  ","456512.83829700000  ","300000001120130008","정상"
"537","사랑누리약국","서울특별시 종로구 창신동 23-74번지 ","서울특별시 종로구 지봉로 77-3 (창신동)","20140519","운영중","","","","","0","","","","동물약국","","201346.13748100000  ","453040.97041000000  ","300000001120140001","정상"
"538","다정약국","","서울특별시 종로구 종로 70 3층 (종로2가 고려빌딩)","20140926","운영중","","","","","0","","","","동물약국","7322462","198689.82103100000  ","452263.51500800000  ","300000001120140002","정상"
"539","혜화수약국","서울특별시 종로구 명륜4가 54-1번지 ","서울특별시 종로구 대명길 29 1층 (명륜4가)","20141118","운영중","","","","","0","","","","동물약국","924-3434","199997.55646100000  ","453727.31051600000  ","300000001120140003","정상"
"540","싱싱약국","","서울특별시 강서구 양천로 556 (등촌동 강서메디칼센터)","20150522","운영중","","","","","0","","","","동물약국","3664-3215","187694.36582500000  ","450928.63138400000  ","315000001120150001","정상"
"541","건강온누리 약국","서울특별시 동작구 상도동 170-2번지 ","서울특별시 동작구 상도로 202 (상도동)","20150727","운영중","","","","","0","","","","동물약국","02-815-1120","194788.33332900000  ","445055.53100700000  ","319000001120150003","정상"
"542","태평양약국","서울특별시 마포구 서교동 358-27번지 ","서울특별시 마포구 홍익로 1 (서교동)","20150728","운영중","","","","","","","","","동물약국","02 322 8344","193285.38524000000  ","450371.50169400000  ","313000001120150006","정상"
"543","우주약국","서울특별시 강동구 천호동 42번지 ","서울특별시 강동구 양재대로 1571 B2층 (천호동 천호복합 상업시설)","20150716","운영중","","","","","0","","","","동물약국","02-481-5050","212571.32191800000  ","449587.37849300000  ","324000001120150003","정상"
"544","더조은약국","서울특별시 강남구 자곡동 619번지 B202호 ","서울특별시 강남구 자곡로3길 21 (자곡동 B202호 )","20150716","운영중","","","","","","","","","동물약국","","207870              ","441048              ","322000001120150004","정상"
"545","서울중앙동물약국","서울특별시 서대문구 북가좌동 306-18번지 ","서울특별시 서대문구 응암로 60 (북가좌동 경원빌딩)","20151120","운영중","","","","","","","","","동물약국","","192097.23688900000  ","453216.39943600000  ","312000001120150003","정상"
"546","하이약국","서울특별시 서초구 우면동 787번지 서초리슈빌S글로벌 102호","서울특별시 서초구 양재대로2길 8 102호 (우면동 서초리슈빌S글로벌)","20151124","운영중","","","","","","","","","동물약국","02-576-5222","202108              ","439728              ","321000001120150007","정상"
"547","하늘약국","서울특별시 중랑구 상봉동 130-99번지 ","서울특별시 중랑구 망우로 198 (상봉동)","20151124","운영중","","","","","","","","","동물약국","02-435-8813","206614.26353700000  ","454864.99990800000  ","306000001120150006","정상"
"548","월드중앙약국","","서울특별시 송파구 올림픽로35길 112 101102호 (신천동 장미아파트 비상가)","20151117","운영중","","","","","","","","","동물약국","02-423-3016","208999.81371800000  ","446493.74946600000  ","323000001120150009","정상"
"549","청담케이팜약국","서울특별시 강남구 신사동 666-16번지 1층 ","서울특별시 강남구 도산대로 333 1층 (신사동)","20151112","운영중","","","","","","","","","동물약국","070-4125-7407","203321              ","446790              ","322000001120150007","정상"
"550","김포약국","","서울특별시 강서구 방화동로 70 (방화동)","20160112","운영중","","","","","","","","","동물약국","2605-7808","183465.07406600000  ","451922.16975700000  ","315000001120160001","정상"
"551","갤러리약국","서울특별시 강남구 논현동 158번지 106호","서울특별시 강남구 학동로20길 55 106호 (논현동 해림빌딩)","20160112","운영중","","","","","","","","","동물약국","","202404.68689600000  ","445623.07067000000  ","322000001120160001","정상"
"552","윤정온누리약국","","서울특별시 송파구 오금로49길 31 1층 (오금동 금호빌딩)","20160406","운영중","","","","","","","","","동물약국","02-401-4021","212238.61966200000  ","444418.21916800000  ","323000001120160005","정상"
"553","건강비타민약국","서울특별시 강북구 미아동 775-3번지 ","서울특별시 강북구 솔매로 59 (미아동)","20160421","운영중","","","","","","","","","동물약국","02-984-4777","201661.27636000000  ","458376.67329800000  ","308000001120160002","정상"
"554","중앙 온누리 약국","서울특별시 도봉구 창동 581-77번지 ","서울특별시 도봉구 덕릉로 241 (창동)","20160624","운영중","","","","","0","","","","동물약국","903-3005","203397.77216500000  ","459975.26665200000  ","309000001120160005","정상"
"555","평화약국","서울특별시 관악구 봉천동 883-15번지 ","서울특별시 관악구 남부순환로 1784 (봉천동)","20041110","운영중","","","","","24.09","","","","동물약국","02-885-3575","195440.53309200000  ","442450.68982600000  ","320000001120040004","정상"
"556","행복한약국","서울특별시 관악구 신림동 1585-4번지 ","서울특별시 관악구 남부순환로172길 9 (신림동)","20050105","운영중","","","","","0","","","","동물약국","02-837-9405","193392.24261700000  ","442634.62103900000  ","320000001120050002","정상"
"557","하나로온누리약국","","서울특별시 관악구 은천로 38 (봉천동)","20130423","운영중","","","","","","","","","동물약국","02-875-8005","194642.74788700000  ","442956.92201400000  ","320000001120130001","정상"
"558","이화온누리약국","서울특별시 관악구 신림동 1735-3번지 ","서울특별시 관악구 난곡로 53 (신림동)","20130426","운영중","","","","","","","","","동물약국","02-855-2851","192862.66464300000  ","440092.35842100000  ","320000001120130002","정상"
"559","행복이가득한온누리약국","서울특별시 관악구 신림동 543-22번지 ","서울특별시 관악구 남부순환로143길 6 (신림동)","20130514","운영중","","","","","","","","","동물약국","02-865-4703","192132.95396800000  ","442463.15793500000  ","320000001120130003","정상"
"560","신지약국","서울특별시 관악구 신림동 1516-3번지 ","서울특별시 관악구 신림로 105 (신림동)","20130521","운영중","","","","","0","","","","동물약국","02-882-2740","194479.13776500000  ","441233.90030100000  ","320000001120130004","정상"
"561","서울약국","서울특별시 관악구 신림동 620-3번지 0통","서울특별시 관악구 난곡로 194 (신림동)","20130607","운영중","","","","","24349","","","","동물약국","02-837-1401","192888.78792600000  ","441429.46242700000  ","320000001120130005","정상"
"562","아이엠약국","서울특별시 관악구 봉천동 937-6번지 ","서울특별시 관악구 은천로 51 (봉천동)","20130613","운영중","","","","","","","","","동물약국","02-885-9191","194799.67340200000  ","442983.57410500000  ","320000001120130006","정상"
"563","조은약국","서울특별시 관악구 봉천동 1712-1번지 ","서울특별시 관악구 구암길 98 분산상가동 104호 (봉천동 관악드림타운)","20130618","운영중","","","","","","","","","동물약국","02-877-9403","195326.73871700000  ","443589.37845900000  ","320000001120130007","정상"
"564","우경약국","서울특별시 관악구 신림동 304-85번지 ","서울특별시 관악구 호암로 531-1 (신림동)","20130628","운영중","","","","","0","","","","동물약국","02-871-1549","193922.24390000000  ","440638.00358800000  ","320000001120130008","정상"
"565","엘림약국","서울특별시 관악구 신림동 1641-12번지 ","서울특별시 관악구 신림로 322 (신림동)","20130628","운영중","","","","","","","","","동물약국","02-876-3304","193817.83458500000  ","442616.35961500000  ","320000001120130009","정상"
"566","다나온누리약국","서울특별시 관악구 봉천동 ","서울특별시 관악구 관악로 240 1층 (봉천동)","20130705","운영중","","","","","0","","","","동물약국","02-886-4207","196159.50641600000  ","442907.77392800000  ","320000001120130013","정상"
"567","성원약국","서울특별시 관악구 봉천동 34-6번지 ","서울특별시 관악구 관악로 228 (봉천동)","20130709","운영중","","","","","","","","","동물약국","02-876-7900","196102.73764300000  ","442817.80192700000  ","320000001120130016","정상"
"568","참사랑약국","서울특별시 관악구 신림동 1514-9번지 ","서울특별시 관악구 호암로26길 1 (신림동)","20130709","운영중","","","","","","","","","동물약국","02-882-5618","194152.72267300000  ","441286.63949200000  ","320000001120130017","정상"
"569","예주약국","서울특별시 관악구 신림동 492-5번지 ","서울특별시 관악구 남부순환로161길 75 (신림동)","20130710","운영중","","","","","","","","","동물약국","02-865-8492","192774.08063300000  ","442881.28957600000  ","320000001120130018","정상"
"570","신림당약국","서울특별시 관악구 신림동 1587-35번지 ","서울특별시 관악구 관천로 17 (신림동)","20130723","운영중","","","","","","","","","동물약국","02-856-4755","193668.08102400000  ","442470.45950800000  ","320000001120130021","정상"
"571","봄내약국","서울특별시 관악구 신림동 1432-136번지 ","서울특별시 관악구 신림동5길 31 (신림동)","20130724","운영중","","","","","","","","","동물약국","02-882-8234","193600.00675400000  ","442940.76232100000  ","320000001120130022","정상"
"572","태평양약국","서울특별시 관악구 신림동 1433-102번지 ","서울특별시 관악구 남부순환로 1591 (신림동)","20130724","운영중","","","","","","","","","동물약국","02-878-5109","193576.85802100000  ","442755.49132300000  ","320000001120130023","정상"
"573","관악종로약국","서울특별시 관악구 봉천동 852-4번지 ","서울특별시 관악구 남부순환로 1833 (봉천동)","20130806","운영중","","","","","","","","","동물약국","02-885-9321","195919.76455200000  ","442410.05064200000  ","320000001120130027","정상"
"574","굿모닝약국","","서울특별시 관악구 신림로 272 (신림동)","20130812","운영중","","","","","","","","","동물약국","02-887-4646","193999.36200900000  ","442193.57583800000  ","320000001120130029","정상"
"575","봉천프라자약국","서울특별시 관악구 봉천동 927-21번지 ","서울특별시 관악구 남부순환로 1734 (봉천동)","20130820","운영중","","","","","","","","","동물약국","02-875-1711","194938.47828300000  ","442506.30409100000  ","320000001120130030","정상"
"576","가은약국","서울특별시 관악구 봉천동 858-3번지 ","서울특별시 관악구 봉천로 486 (봉천동)","20130905","운영중","","","","","","","","","동물약국","02-878-9669","195908.33362800000  ","442465.52543900000  ","320000001120130034","정상"
"577","신성심약국","서울특별시 관악구 봉천동 859-8번지 ","서울특별시 관악구 관악로 205 (봉천동)","20140429","운영중","","","","","99","","","","동물약국","02-888-6222","195923.82746500000  ","442660.48486200000  ","320000001120140001","정상"
"578","세이브약국","서울특별시 관악구 신림동 607-73번지 ","서울특별시 관악구 난곡로 220 1층 (신림동 세이브마트)","20140502","운영중","","","","","","","","","동물약국","02-853-6965","192751.81941800000  ","441653.28980400000  ","320000001120140002","정상"
"579","신림대명동물약국","서울특별시 관악구 신림동 112-42번지 ","서울특별시 관악구 신림로 158 (신림동)","20140624","운영중","","","","","228.24","","","","동물약국","02-873-4760","194150.83784000000  ","441501.72871100000  ","320000001120140004","정상"
"580","관악이화약국","서울특별시 관악구 봉천동 968-36번지 ","서울특별시 관악구 봉천로 281 (봉천동)","20140717","운영중","","","","","","","","","동물약국","02-885-0456","194029.33072500000  ","443144.11930800000  ","320000001120140005","정상"
"581","새태평양온누리약국","서울특별시 관악구 봉천동 1634-9번지 ","서울특별시 관악구 봉천로 616 1층 (봉천동)","20141204","운영중","","","","","0","","","","동물약국","02-3481-1079","196947.23095200000  ","441778.24320200000  ","320000001120140006","정상"
"582","디엠씨4번출구약국","서울특별시 은평구 증산동 223-25번지 6호선 디지털미디어시티역 003호","서울특별시 은평구 수색로 지하 175 003호 (증산동 6호선 디지털미디어시티역)","20170116","운영중","","","","","","","","","동물약국","02-2039-0190","191336.94821200000  ","453072.61560400000  ","311000001120170001","정상"
"583","편안한약국","","서울특별시 강동구 천호대로 1089 지1층 B20호 (천호동 강동헤르셔)","20170103","운영중","","","","","0","","","","동물약국","02-857-1033","211683              ","448208              ","324000001120170001","정상"
"584","임마누엘온누리약국","서울특별시 서초구 방배동 773-4번지 ","서울특별시 서초구 방배로 244 (방배동)","20161223","운영중","","","","","","","","","동물약국","02-534-2678","199069.99846900000  ","443935.52892200000  ","321000001120160016","정상"
"585","팜빌편안약국","서울특별시 양천구 목동 749-6번지 ","서울특별시 양천구 목동중앙본로 40 1층 (목동)","20171106","운영중","","","","","","","","","동물약국","","188427.00055900000  ","448914.94236200000  ","314000001120170009","정상"
"586","베스트약국","서울특별시 송파구 삼전동 48-10번지 ","서울특별시 송파구 백제고분로 214 (삼전동 서울외과빌딩)","20170922","운영중","","","","","","","","","동물약국","02-422-5296","207984.90437900000  ","444887.43445900000  ","323000001120170015","정상"
"587","레몬약국","서울특별시 도봉구 방학동 484-15번지 ","서울특별시 도봉구 시루봉로 106 1층 111호 (방학동)","20171025","운영중","","","","","","","","","동물약국","02-989-3952","202387              ","461979              ","309000001120170010","정상"
"588","the사랑약국","서울특별시 노원구 중계동 358번지 중계의원 ","서울특별시 노원구 한글비석로 331 중계주공3단지 아파트상가   101호 (중계동)","20180123","운영중","","","","","","","","","동물약국","02-933-3678","206833.84410700000  ","461891.06823200000  ","310000001120180002","정상"
"589","튼튼약국","서울특별시 은평구 진관동 100-4번지 107호","서울특별시 은평구 진관1로 21-35 107호 (진관동 어드벤스힐오피스텔)","20170929","운영중","","","","","","","","","동물약국","","192820.70709200000  ","459326.63843100000  ","311000001120170007","정상"
"590","열린프라자약국","서울특별시 은평구 불광동 267-1번지 경일빌딩 ","서울특별시 은평구 통일로 750 1층 (불광동)","20171113","운영중","","","","","","","","","동물약국","02-3157-0079","193701.52458700000  ","456974.27638400000  ","311000001120170015","정상"
"591","현대파크빌약국","서울특별시 구로구 구로동 108번지 현대파크빌 ","서울특별시 구로구 공원로 41 (구로동 현대파크빌)","20171121","운영중","","","","","","","","","동물약국","28685116","190266.61119500000  ","444550.74579100000  ","316000001120170006","정상"
"592","연신우리약국","서울특별시 은평구 대조동 185-6번지 ","서울특별시 은평구 통일로 839 (대조동)","20171124","운영중","","","","","","","","","동물약국","02-382-6229","193081.95192800000  ","457616.59429800000  ","311000001120170016","정상"
"593","고려약국","서울특별시 노원구 상계동 728-7번지 ","서울특별시 노원구 동일로 1382 (상계동)","20171124","운영중","","","","","","","","","동물약국","","205431.90230900000  ","461375.54945400000  ","310000001120170008","정상"
"594","조아약국","서울특별시 강서구 내발산동 750-1번지 베스트프라자빌딩 102호","서울특별시 강서구 수명로 80 1층 102호 (내발산동)","20171206","운영중","","","","","","","","","동물약국","","184659.63681300000  ","450425.84687400000  ","315000001120170010","정상"
"595","에메랄드 약국","서울특별시 강남구 논현동 4번지 에메랄드타워 1층 ","서울특별시 강남구 도산대로 122 에메랄드타워 1층 (논현동)","20180208","운영중","","","","","0","","","","동물약국","","201956.94890600000  ","446374.04150300000  ","322000001120180002","정상"
"596","미아팜약국","서울특별시 강북구 미아동 62-30번지 1층 ","서울특별시 강북구 도봉로 65 1층 (미아동)","20171204","운영중","","","","","","","","","동물약국","02-988-2376","202617.69001900000  ","457259.66508000000  ","308000001120170007","정상"
"597","새누리약국","서울특별시 양천구 목동 792-4번지 목동태영프라자 102호","서울특별시 양천구 등촌로 32 목동태영프라자 102호 (목동)","20180108","운영중","","","","","","","","","동물약국","","187994.13654800000  ","448162.62620300000  ","314000001120180001","정상"
"598","송파온누리약국","서울특별시 송파구 송파동 163-20번지 1층 ","서울특별시 송파구 오금로32길 28 1층 (송파동)","20180130","운영중","","","","","","","","","동물약국","","210544.31606400000  ","444948.93064200000  ","323000001120180001","정상"
"599","대우약국","서울특별시 구로구 오류동 353-1번지 골드프라자 ","서울특별시 구로구 천왕로 106 골드프라자 (오류동)","20180314","운영중","","","","","","","","","동물약국","","185721.91202600000  ","442967.06766400000  ","316000001120180005","정상"
"600","세란약국","서울특별시 강서구 내발산동 723-9번지 세란빌딩 103호","서울특별시 강서구 강서로 251 세란빌딩 103호 (내발산동)","20180306","운영중","","","","","0","","","","동물약국","2065-1103","185509.53800000000  ","449858.36690500000  ","315000001120180004","정상"
"601","참약국","서울특별시 송파구 신천동 11-4번지 잠실 푸르지오 월드마크 219호","서울특별시 송파구 올림픽로35가길 9 219호 (신천동 잠실 푸르지오 월드마크)","20180314","운영중","","","","","","","","","동물약국","02-6264-6184","209147.13021700000  ","446445.26734200000  ","323000001120180003","정상"
"602","마곡소망약국","서울특별시 강서구 마곡동 760번지 마곡나루역보타닉푸르지오시티 233호","서울특별시 강서구 마곡중앙5로 6 마곡나루역보타닉푸르지오시티 2층 233호 (마곡동)","20180330","운영중","","","","","","","","","동물약국","3662-6111","184650              ","451667              ","315000001120180006","정상"
"603","호호약국","서울특별시 관악구 신림동 1433-88번지 ","서울특별시 관악구 남부순환로 1595 1층 (신림동)","20180302","운영중","","","","","0","","","","동물약국","02-882-2633","193606.08317700000  ","442759.04318700000  ","320000001120180002","정상"
"604","테헤란건강약국","서울특별시 강남구 대치동 889-72번지 선릉 MT 빌딩 102호","서울특별시 강남구 선릉로86길 17 선릉 MT 빌딩 102호 (대치동)","20180319","운영중","","","","","","","","","동물약국","02-556-4166","204515.33839700000  ","444901.23882100000  ","322000001120180006","정상"
"605","숭인약국","서울특별시 강북구 미아동 61-85번지 1층 ","서울특별시 강북구 도봉로 59 1층 (미아동)","20180124","운영중","","","","","","","","","동물약국","","202619.96269800000  ","457182.51331900000  ","308000001120180001","정상"
"606","자연약국","서울특별시 서초구 서초동 1443-31번지 ","서울특별시 서초구 효령로68길 114 (서초동)","20180104","운영중","","","","","","","","","동물약국","02-582-5717","201650.77250000000  ","442863.95856100000  ","321000001120180001","정상"
"607","홍재경","서울특별시 성북구 정릉동 401-46번지 청수프라자 B-105 ","서울특별시 성북구 보국문로 50 청수프라자 B층 105호 (정릉동)","20180212","운영중","","","","","","","","","동물약국","02-914-2053","200890.56108000000  ","456586.76577600000  ","307000001120180002","정상"
"608","동인당약국","서울특별시 노원구 중계동 358번지 주공3단지아파트 ","서울특별시 노원구 덕릉로 662 상가동동 104호 (중계동 주공3단지아파트)","20180204","운영중","","","","","","","","","동물약국","","206780.32971700000  ","461952.10498800000  ","310000001120180003","정상"
"609","365구생약국","서울특별시 은평구 대조동 6-9번지 ","서울특별시 은평구 통일로 739 1층 101102호 (대조동)","20180305","운영중","","","","","","","","","동물약국","02-858-1968","193707.68275100000  ","456854.16841700000  ","311000001120180002","정상"
"610","영등포시장약국","서울특별시 영등포구 영등포동5가 37-2번지 ","서울특별시 영등포구 영중로 62 1층 (영등포동5가)","20180221","운영중","","","","","","","","","동물약국","","191628.36935600000  ","446924.21656200000  ","318000001120180001","정상"
"611","21세기 약국","서울특별시 관악구 신림동 1425-23번지 ","서울특별시 관악구 신림로 370 (신림동)","20171206","운영중","","","","","","","","","동물약국","02-888-2272","193732.06046500000  ","443102.85324100000  ","320000001120170005","정상"
"612","삼화온누리약국","서울특별시 강북구 미아동 121-19번지 1층 ","서울특별시 강북구 도봉로 196 1층 (미아동)","20150629","운영중","","","","","","","","","동물약국","02-982-0955","202345.90477900000  ","458504.91088200000  ","308000001120150002","정상"
"613","비타민약국","서울특별시 마포구 대흥동 272-2번지 ","서울특별시 마포구 백범로 90 (대흥동 동보빌딩1층)","20150626","운영중","","","","","","","","","동물약국","713 6567","194833.34388800000  ","449815.66163400000  ","313000001120150004","정상"
"614","청심약국","","서울특별시 마포구 희우정로 42-9 (합정동 101호)","20150626","운영중","","","","","","","","","동물약국","","191776.88104300000  ","450185.50505200000  ","313000001120150005","정상"
"615","천우약국","서울특별시 성동구 하왕십리동 512-2   번지 ","","20040511","운영중","","","","","0","","","","동물약국","","","","303000001120040006","정상"
"616","대중약국","서울특별시 성동구 하왕십리동 890-80번지 ","서울특별시 성동구 왕십리로 379 (하왕십리동)","20040518","운영중","","","","","0","","","","동물약국","2292-4418","202482.89147700000  ","451668.68067100000  ","303000001120040009","정상"
"617","샘터온누리약국","서울특별시 성동구 금호동1가 506-1   번지 ","","20040518","운영중","","","","","0","","","","동물약국","","","","303000001120040010","정상"
"618","새서독약국","서울특별시 성동구 행당동 317-52번지 ","서울특별시 성동구 행당로 129 (행당동)","20040521","운영중","","","","","0","","","","동물약국","02-2293-0532","202942.85101000000  ","450997.57763800000  ","303000001120040013","정상"
"619","다나약국","서울특별시 성동구 성수동1가 706번지 쌍용아파트 상가 B동 101호","","20040521","운영중","","","","","0","","","","동물약국","","204093.396255       ","449695.08413        ","303000001120040014","정상"
"620","용한약국","서울특별시 성동구 마장동 474-5   번지 ","","20040616","운영중","","","","","0","","","","동물약국","","","","303000001120040017","정상"
"621","메디팜일진약국","서울특별시 성동구 용답동 44-6   번지 ","","20040616","운영중","","","","","0","","","","동물약국","","","","303000001120040018","정상"
"622","보배약국","서울특별시 성동구 성수동2가 289-84  번지 ","","20040701","운영중","","","","","0","","","","동물약국","","","","303000001120040021","정상"
"623","대학약국","서울특별시 성동구 행당동 14-1   번지 ","","20050706","운영중","","","","","0","","","","동물약국","","","","303000001120050003","정상"
"624","비트플렉스약국","서울특별시 성동구 행당동 168-1번지 2층 ","서울특별시 성동구 왕십리광장로 17 2층 (행당동)","20081106","운영중","","","","","0","","","","동물약국","2200-1549","203392.23765400000  ","451324.08531200000  ","303000001120080002","정상"
"625","화생약국","서울특별시 성동구 금호동1가 125-1번지 로타리빌딩 103호","서울특별시 성동구 행당로 1 103호 (금호동1가로타리빌딩)","20090526","운영중","","","","","0","","","","동물약국","","201796.91475100000  ","450587.81211800000  ","303000001120090001","정상"
"626","해맑은약국","서울특별시 성동구 마장동 520-28번지 1층 ","서울특별시 성동구 고산자로 322 1층 (마장동)","20130503","운영중","","","","","0","","","","동물약국","2292-8202","203301.24797700000  ","452084.84813700000  ","303000001120130001","정상"
"627","백두산약국","서울특별시 성동구 성수동1가 668-39번지 ","서울특별시 성동구 서울숲2길 47 (성수동1가)","20130718","운영중","","","","","0","","","","동물약국","498-3083","203889.86072000000  ","449648.75066400000  ","303000001120130002","정상"
"628","한양약국","서울특별시 성동구 행당동 19-54번지 1층 ","서울특별시 성동구 마조로 17 1층 (행당동)","20130813","운영중","","","","","0","","","","동물약국","02-2292-9231","203608.86823300000  ","451125.23290800000  ","303000001120130003","정상"
"629","어울림온누리약국","서울특별시 성동구 옥수동 560번지 어울림상가 211호","서울특별시 성동구 독서당로40길 39 211호 (옥수동 어울림상가 )","20131118","운영중","","","","","","","","","동물약국","","201588.56416000000  ","449133.44105700000  ","303000001120130004","정상"
"630","태화약국","서울특별시 성동구 성수동2가 300-79번지 ","서울특별시 성동구 아차산로7길 2 (성수동2가)","20131120","운영중","","","","","","","","","동물약국","465-4971","204797.07147400000  ","449540.81115100000  ","303000001120130005","정상"
"631","신수정약국","서울특별시 성동구 성수동2가 232-1번지 1층 ","서울특별시 성동구 성덕정길 149 1층 (성수동2가)","20131213","운영중","","","","","0","","","","동물약국","462-2219","205289.34196500000  ","448559.18545000000  ","303000001120130006","정상"
"632","텐즈힐약국","서울특별시 성동구 상왕십리동 811번지 텐즈힐 2층 221동 110호","서울특별시 성동구 마장로 137 221동 2층 110호 (상왕십리동 텐즈힐)","20140528","운영중","","","","","0","","","","동물약국","","202287.30602600000  ","452337.81568100000  ","303000001120140001","정상"
"633","유림약국","서울특별시 성동구 하왕십리동 982-10번지 ","서울특별시 성동구 무학봉13길 1 (하왕십리동)","20141117","운영중","","","","","","","","","동물약국","02-2292-5235","202595.81197100000  ","451247.66551400000  ","303000001120140003","정상"
"634","옵티마뚝도시장약국","서울특별시 성동구 성수동2가 532-19번지 ","서울특별시 성동구 성덕정길 96-1 (성수동2가)","20150109","운영중","","","","","","","","","동물약국","02-467-4711","204783.02955500000  ","448667.39286800000  ","303000001120150001","정상"
"635","용산동물약국","서울특별시 용산구 후암동 129번지 105호","서울특별시 용산구 두텁바위로1길 107 1층 105호 (후암동)","20130528","운영중","","","","","","","","","동물약국","02-771-5685","197875.25681100000  ","449927.75464600000  ","302000001120130001","정상"
"636","메디팜 미래로 약국","서울특별시 용산구 청파동2가 71-14번지 ","서울특별시 용산구 청파로47길 40 (청파동2가)","20130611","운영중","","","","","","","","","동물약국","02-713-8716","197195.86560000000  ","449478.87244900000  ","302000001120130002","정상"
"637","이층성장약국","서울특별시 용산구 이촌동 300-27번지 2층 ","서울특별시 용산구 이촌로 224 (이촌동)","20130611","운영중","","","","","","","","","동물약국","02-792-7881","197513.91590400000  ","446740.40890900000  ","302000001120130003","정상"
"638","남선약국","서울특별시 용산구 원효로2가 94-2번지 103호","서울특별시 용산구 원효로 166 103호 (원효로2가 원효아파트)","20130813","운영중","","","","","","","","","동물약국","02-798-7460","196597.04617400000  ","448392.14359100000  ","302000001120130007","정상"
"639","가장큰태평양약국","서울특별시 용산구 한남동 653-1번지 ","서울특별시 용산구 대사관로 52 1층 (한남동)","20140522","운영중","","","","","","","","","동물약국","02-790-3376","200343.90814700000  ","448201.88654400000  ","302000001120140003","정상"
"640","이촌프라자약국","서울특별시 용산구 이촌동 300-10번지 ","서울특별시 용산구 이촌로88길 3 (이촌동)","20140825","운영중","","","","","","","","","동물약국","","198116.56585700000  ","446505.36989300000  ","302000001120140004","정상"
"641","신화약국","","서울특별시 송파구 올림픽로12길 34 1층 3호 (잠실동 평산빌딩)","20150727","운영중","","","","","0","","","","동물약국","02-2202-2468","207367.34658200000  ","445461.83098700000  ","323000001120150005","정상"
"642","조이온누리약국","서울특별시 동작구 사당동 135-3번지 지하1층 ","서울특별시 동작구 동작대로 121 지하1층 (사당동 경원빌딩)","20151030","운영중","","","","","","","","","동물약국","02-532-0971","198395.72994800000  ","443114.70352800000  ","319000001120150008","정상"
"643","파랑새약국","서울특별시 동작구 대방동 335-17번지 지하1층 ","서울특별시 동작구 상도로 81 지하1층 (대방동 대방동크리닉센타)","20151125","운영중","","","","","454.4","","","","동물약국","02-824-5150","193771.26681300000  ","444501.04226800000  ","319000001120150009","정상"
"644","푸른온누리약국","서울특별시 서초구 양재동 교원빌딩 1층 ","서울특별시 서초구 바우뫼로35길 28 (양재동 교원빌딩)","20151029","운영중","","","","","0","","","","동물약국","","203433.88733600000  ","442256.25657400000  ","321000001120150005","정상"
"645","서부약국","서울특별시 노원구 상계동 651-2번지 ","서울특별시 노원구 동일로 1551 101102107108호 (상계동 삼전빌딩)","20151126","운영중","","","","","","","","","동물약국","02-935-3424","205015.28373500000  ","463028.31794300000  ","310000001120150008","정상"
"646","왕양국","","서울특별시 관악구 대학5길 17 (신림동)","20151130","운영중","","","","","","","","","동물약국","02-877-1333","194578.00824600000  ","441107.65557300000  ","320000001120150007","정상"
"647","평강약국","서울특별시 서초구 양재동 20-8번지 ","서울특별시 서초구 바우뫼로35길 22 (양재동 모창빌딩)","20151116","운영중","","","","","","","","","동물약국","070-7458-0303","203452.64187000000  ","442233.89038500000  ","321000001120150006","정상"
